arch,library,host,group,matrix,n,nnz_upper,mtype,cores,rep,analyze_s,factor_s,factor_gflops,factor_nnz,fill_ratio,solve1_s,solve8_s,solve40_s,logdet,status
intel,mumps-5,cn512-16-l,group2,inla_graph_8rtKSK.mtx,7860,32965,2,8,1,0.006028,0.005757,0.56,200612,6.0856,0,0,0,54302.787529,ok-ord6
intel,mumps-5,cn512-16-l,group2,inla_graph_8rtKSK.mtx,7860,32965,2,16,1,0.006541,0.006894,0.46,200612,6.0856,0,0,0,54302.787529,ok-ord6
intel,mumps-5,cn512-16-l,group2,inla_graph_8rtKSK.mtx,7860,32965,2,32,1,0.007484,0.008778,0.36,200612,6.0856,0,0,0,54302.787529,ok-ord6
intel,mumps-5,cn512-16-l,group2,inla_graph_8rtKSK.mtx,7860,32965,2,40,1,0.008064,0.009337,0.34,200612,6.0856,0,0,0,54302.787529,ok-ord6
intel,mumps-5,cn512-16-l,group2,inla_graph_animal1.mtx,5126,2644501,2,1,1,0.080223,0.513709,40.38,9839770,3.7208,0,0,0,35560.744470,ok-ord2
intel,mumps-5,cn512-16-l,group2,inla_graph_animal1.mtx,5126,2644501,2,2,1,0.080886,0.319597,64.90,9839770,3.7208,0,0,0,35560.744470,ok-ord2
intel,mumps-5,cn512-16-l,group2,inla_graph_animal1.mtx,5126,2644501,2,4,1,0.080709,0.203682,101.83,9839770,3.7208,0,0,0,35560.744470,ok-ord2
intel,mumps-5,cn512-16-l,group2,inla_graph_animal1.mtx,5126,2644501,2,8,1,0.081641,0.159997,129.64,9839770,3.7208,0,0,0,35560.744470,ok-ord2
intel,mumps-5,cn512-16-l,group2,inla_graph_animal1.mtx,5126,2644501,2,16,1,0.080875,0.132536,156.50,9839770,3.7208,0,0,0,35560.744470,ok-ord2
intel,mumps-5,cn512-16-l,group2,inla_graph_animal1.mtx,5126,2644501,2,32,1,0.080818,0.143116,144.93,9839770,3.7208,0,0,0,35560.744470,ok-ord2
