arch,library,host,group,matrix,n,nnz_upper,mtype,cores,rep,analyze_s,factor_s,factor_gflops,factor_nnz,fill_ratio,solve1_s,solve8_s,solve40_s,logdet,status
intel,pastix-6,cn509-15-l,group2,inla_graph_ayaLRw.mtx,69224,168584,2,32,1,0.132712,0.073179,0.44,1131145,6.7097,0,0,0,478251.541686,ok
intel,pastix-6,cn509-15-l,group2,inla_graph_ayaLRw.mtx,69224,168584,2,40,1,0.282804,0.086635,0.36,1131597,6.7124,0,0,0,478251.541686,ok
intel,pastix-6,cn509-15-l,group2,inla_graph_diff.mtx,21529,200017,2,1,1,0.233368,0.038779,10.18,1277954,6.3892,0,0,0,148738.403451,ok
intel,pastix-6,cn509-15-l,group2,inla_graph_diff.mtx,21529,200017,2,2,1,0.166166,0.034883,17.02,1385349,6.9262,0,0,0,148738.403451,ok
intel,pastix-6,cn509-15-l,group2,inla_graph_diff.mtx,21529,200017,2,4,1,0.133724,0.029921,24.00,1365715,6.8280,0,0,0,148738.403451,ok
intel,pastix-6,cn509-15-l,group2,inla_graph_diff.mtx,21529,200017,2,8,1,0.127808,0.029245,21.10,1295421,6.4766,0,0,0,148738.403451,ok
intel,pastix-6,cn509-15-l,group2,inla_graph_diff.mtx,21529,200017,2,16,1,0.121228,0.037872,11.24,1282294,6.4109,0,0,0,148738.403451,ok
intel,pastix-6,cn509-15-l,group2,inla_graph_diff.mtx,21529,200017,2,32,1,0.133097,0.051569,6.09,1286151,6.4302,0,0,0,148738.403451,ok
intel,pastix-6,cn509-15-l,group2,inla_graph_diff.mtx,21529,200017,2,40,1,0.144088,0.062404,4.52,1288666,6.4428,0,0,0,148738.403451,ok
intel,pastix-6,cn509-15-l,group2,inla_graph_ferris.mtx,42961,650694,2,1,1,0.779277,0.158571,12.16,4588182,7.0512,0,0,0,296806.395604,ok
intel,pastix-6,cn509-15-l,group2,inla_graph_ferris.mtx,42961,650694,2,2,1,0.551455,0.128658,17.71,4590841,7.0553,0,0,0,296806.395604,ok
